Date,#tx,Vol,mean_tx,mean_tdiff,var_tdiff,Transaction,Open_price,High_price,Low_Price,Close_Price,Ex_volume,Wt_Price
9/1/2010,548,2.87576E+12,5247735401,6803284.055,345086872.2,0.1300001,0.062,0.0629,0.05961,0.0629,7164.722,0.060955624
9/2/2010,345,3.47367E+12,10068608696,6715459.6,558415992.3,1.00E-07,0.061,0.0634,0.0601,0.0634,8150.73,0.061218635
9/3/2010,245,2.98563E+12,12186261224,6636053.265,550112692,0,0.061,0.063,0.06085,0.06085,892,0.061222253
9/4/2010,205,3.00264E+12,14647004878,6546797.82,262905206,0,0.06125,0.06238,0.0612,0.06238,3301,0.061274274
9/5/2010,299,1.3721E+13,45889535117,6481723.582,504104769.2,0.01,0.06245,0.064,0.0605,0.0616,8459.24,0.062413344
9/6/2010,271,7.56021E+12,27897468634,6396804.48,340045293.9,1.00E-07,0.0627,0.0627,0.0616,0.0616,910,0.061679121
9/7/2010,219,1.82413E+12,8329342466,6314824.959,334994476,0,0.0616,0.06201,0.0603,0.061,3457.192,0.06142333
9/8/2010,293,1.76478E+12,6023143344,6226281.949,496017419.9,2.00E-07,0.061,0.062,0.06099,0.062,2345.41,0.061125739
9/9/2010,337,3.41677E+12,10138798219,6145980.846,467092354.6,0.11,0.0611,0.0624,0.06109,0.06111,1733.502,0.062114683
9/10/2010,309,1.41733E+12,4586838187,6076820.46,648191452.5,2.00E-07,0.061,0.0618,0.06014,0.0618,4939.788,0.061094959
9/11/2010,228,1.02184E+12,4481758772,5973831.684,515479646.3,0,0.0619,0.065,0.0619,0.06366,7749.14,0.063386695
9/12/2010,495,1.85674E+12,3750985859,5884105.709,571667667,0.15,0.0621,0.0621,0.0615,0.0615,793.88,0.061705467
9/13/2010,493,1.17178E+13,23768342799,5806386.609,535060243.4,0,0.06199,0.064,0.0607,0.06219,10076.336,0.062740658
9/14/2010,404,3.02941E+12,7498533269,5720220.057,491150167.6,0.00960362,0.062,0.175,0.061,0.06199,14014.808,0.062559208
9/15/2010,463,3.99136E+12,8620637235,5646452.14,448543745.3,0,0.0625,0.0625,0.0604,0.0604,3651.85,0.06113922
9/16/2010,413,3.45835E+12,8373731235,5554697.412,606366119.7,0,0.0618,0.0619,0.0618,0.0619,730,0.061874795
9/17/2010,772,7.52981E+12,9753643782,5447418.256,178545692.9,0,0.06089,0.0609,0.059,0.059,7262,0.060443783
9/18/2010,307,4.36226E+12,14209309446,5390754.967,648385125.3,0.18,0.059,0.061,0.05761,0.061,7092.609,0.060309978
9/19/2010,381,5.11313E+12,13420278111,5298268.596,508680130.1,0,0.06091,0.0627,0.06,0.0627,12852.17,0.062040926
9/20/2010,496,4.15531E+12,8377641129,5215274.282,560461284,0,0.0621,0.0634,0.062,0.0621,14307.94,0.062286229
9/21/2010,1121,2.77117E+12,2472048171,5135534.857,478559180.6,1.00E-07,0.06309,0.0633,0.0623,0.06265,5735.946,0.062730231
9/22/2010,859,4.46855E+12,5202036088,5073422.381,653446957.1,0,0.0624,0.0624,0.06147,0.0622,11560.4,0.062050195
9/23/2010,750,1.26598E+13,16879705333,4991197.784,664744819.6,0,0.0621,0.063,0.0615,0.06231,15505.33,0.062565135
9/24/2010,468,1.93439E+12,4133303419,4900152.885,430746134.6,0,0.06209,0.0624,0.06209,0.0622,684.375,0.062330009
9/25/2010,593,2.99481E+12,5050269815,4806240.815,414437823.5,0,0.06222,0.0624,0.0617,0.06202,2152.5,0.061812288
9/26/2010,402,2.24845E+12,5593161692,4735393.348,682627056.7,0,0.06204,0.06228,0.06186,0.062,12058.125,0.062049581
9/27/2010,998,3.3373E+12,3343988978,4653272.626,655947702.4,0.02,0.06205,0.06228,0.0619,0.0622,10752.245,0.062175429
9/28/2010,1499,8.16767E+12,5448742831,4559631.746,199067466.5,0.41,0.06196,0.06271,0.0617,0.0619,7086.153,0.061958295
9/29/2010,1550,9.40218E+12,6065920000,4509678.234,410497933.1,1.03,0.062,0.062,0.0615,0.06191,23475.642,0.06179982
9/30/2010,393,4.1615E+12,10589066158,4413210.285,479051830.4,0,0.06174,0.0619,0.06155,0.0619,7917.025,0.061657632
10/1/2010,622,5.82834E+12,9370319634,4347272.352,657304921.9,0.56,0.06189,0.062,0.06189,0.06197,1717.45,0.06198833
10/2/2010,776,3.63887E+13,46892635022,4276912.425,437620864.8,0.00776615,0.06188,0.06191,0.06125,0.0614,13059.737,0.061449681
10/3/2010,429,7.5755E+12,17658516962,4193067.084,462046857.3,0.00776813,0.06139,0.0614,0.061,0.06111,7172.633,0.061327729
10/4/2010,581,5.56013E+13,95699292599,4109974.778,411628544.9,1.09E-06,0.06113,0.062,0.06081,0.0613,33995.369,0.0611815
10/5/2010,487,1.93722E+13,39778599589,4024375.522,633096698.3,0,0.06132,0.06301,0.0609,0.0614,27526.613,0.061729181
10/6/2010,428,1.21501E+13,28388191589,3938700.776,396724989.4,1.09E-06,0.06145,0.0635,0.0612,0.06281,33433.302,0.062550906
10/7/2010,400,1.27369E+13,31842272500,3860109.528,461158746.8,0,0.06312,0.067,0.0628,0.067,43692.981,0.064376296
10/8/2010,583,1.53155E+13,26270090909,3765927.979,439715468.1,0,0.067,0.088,0.01,0.08685,139287.286,0.077424366
10/9/2010,579,1.85664E+13,32066305699,3684798.879,471773370.8,0,0.08411,0.12001,0.068,0.0938,187846.954,0.085734012
10/10/2010,375,1.18448E+13,31586168000,3595280.157,465447436.6,0,0.093,0.1301,0.07999,0.0965,50684.192,0.096466938
10/11/2010,374,5.48587E+12,14668104278,3514723.198,588784918.9,1.09E-06,0.091,0.103,0.091,0.095,14092.905,0.099002164
10/12/2010,390,7.8074E+12,20018961538,3427821.921,369724891.8,0,0.094,0.099,0.082,0.0949,25660.749,0.093404007
10/13/2010,716,1.14252E+13,15956953911,3330507.608,480276381.8,0,0.092,0.105,0.092,0.105,47557.265,0.095853366
10/14/2010,397,1.7791E+13,44813488665,3261527.746,393049132.7,0.35,0.1045,0.1045,0.065,0.102,37217.28,0.099460386
10/15/2010,299,1.46466E+13,48985448161,3174611.441,503129997.9,0,0.1,0.119,0.092,0.105,24643.334,0.103675307
10/16/2010,582,1.98191E+13,34053417526,3088199.129,250050791.5,0,0.1,0.103,0.1,0.101,6284.708,0.100821035
10/17/2010,405,1.08492E+13,26788083951,3012762.294,374073620.1,0,0.102,0.1045,0.10001,0.102,18222.191,0.101952688
10/18/2010,655,2.17546E+13,33213155725,2922559.531,396863147.3,0.02,0.103,0.103,0.097,0.1024,25665.087,0.100979239
10/19/2010,1134,2.65634E+13,23424470899,2861798.767,129208904.5,0,0.1,0.1019,0.097,0.097,6235.1,0.099972307
10/20/2010,848,1.99662E+13,23545020047,2926528.907,1822771512,0,0.1,0.103,0.094,0.099,31855,0.101117054
10/21/2010,715,1.86304E+13,26056501785,2958140.61,418067830.5,0.00776615,0.0972,0.109,0.097,0.107,44867,0.102900833
10/22/2010,766,1.29428E+13,16896622715,2862666.437,558744013.2,0,0.1015,0.10901,0.1015,0.1025,34603.909,0.105925433
10/23/2010,584,4.31453E+12,7387898973,2788888.219,368563522.1,0.05,0.108,0.109,0.10449,0.1055,4423.469,0.108854639
10/24/2010,574,1.04794E+13,18256862369,2696143.883,304633289.1,0,0.108,0.19,0.108,0.11501,13800.23,0.113085793
10/25/2010,464,1.49995E+13,32326433190,2612770.672,363272367.1,0,0.09009,0.19,0.09009,0.132,30299.635,0.146866476
10/26/2010,487,1.81343E+13,37236696099,2544167.021,506706546.2,0,0.133,0.18,0.133,0.1503,19219.125,0.155839114
10/27/2010,767,2.0186E+13,26318144720,2470404.465,395747499.3,0,0.151,0.19,0.151,0.1877,65605.872,0.176722259
10/28/2010,623,1.87624E+13,30116138042,2382257.059,436008048.5,0,0.1845,0.191,0.1731,0.1731,21525.035,0.186279361
10/29/2010,602,8.60753E+12,14298220930,2301419.787,735347104.8,0,0.1799,0.19,0.173,0.19,28686.852,0.18755944
10/30/2010,359,5.8491E+12,16292768802,2224745.365,553576888.6,0,0.1876,0.199,0.1875,0.1989,26708.94,0.191397863
10/31/2010,335,6.49061E+12,19374964179,2127339.012,346523371.8,0,0.194,0.1989,0.171,0.1925,40337.756,0.194097572
11/1/2010,346,4.22573E+12,12213078035,2056628.451,463182902.9,0,0.1925,0.1955,0.172,0.1955,21258.611,0.190499451
11/2/2010,226,6.25261E+12,27666411504,1976634.27,516317224.7,0,0.192,0.195,0.1905,0.1938,5853.394,0.191570859
11/3/2010,316,5.698E+12,18031639241,1889071.424,545515727.4,0,0.1938,0.275,0.125,0.1931,61472.627,0.191461065
11/4/2010,346,1.56798E+13,45317277771,1795336.65,314996254,0,0.1988,0.23601,0.1934,0.23,29698.431,0.209747224
11/5/2010,607,4.20098E+12,6920894563,1716573.753,595123416.6,0,0.2101,0.2639,0.2101,0.26,36622.072,0.239122139
11/6/2010,358,1.26535E+13,35345072626,1632791.774,755584992.7,0,0.262,0.5,0.2402,0.39,32756.129,0.286876444
11/7/2010,411,8.97537E+12,21837890511,1560526.881,588619251,0,0.46999,0.46999,0.286,0.34,77218.719,0.361800104
11/8/2010,1232,4.99443E+13,40539173701,1465383.757,358654740.1,0.83,0.3459,0.37,0.2261,0.243,118203.827,0.324348737
11/9/2010,390,5.17672E+12,13273646154,1395682.238,429598313.8,0,0.251,0.323,0.199,0.21,47983.393,0.266932038
11/10/2010,353,5.85456E+12,16585144476,1316765.575,263754681.9,0,0.2101,0.24,0.14,0.24,30387.028,0.201076915
11/11/2010,341,4.16185E+12,12204841642,1269871.739,235373749.9,0,0.2299,0.24,0.21,0.2231,5031.88,0.220901584
11/12/2010,240,3.36898E+12,14037416667,1202394.058,385985497.7,0,0.2289,0.29,0.223,0.2682,40720.385,0.257720134
11/13/2010,301,3.8106E+12,12659787375,1134237.133,547513540.2,0,0.2799,0.3,0.2683,0.276,21915.573,0.289820576
11/14/2010,597,3.54149E+12,5932140704,1079151.779,77508625.32,0,0.276,0.299,0.2702,0.27904,16844.327,0.284595115
11/15/2010,7718,2.61988E+13,3394502591,1775147.202,1.58711E+11,0,0.27904,0.2828,0.2682,0.2682,8507.74,0.274749675
11/16/2010,9155,3.78031E+13,4129232769,3222005.317,1.7707E+11,0.48,0.2683,0.275,0.223,0.223,33931.012,0.253740533
11/17/2010,383,6.20825E+12,16209535248,3842947.23,17437570.18,0,0.223,0.29,0.2116,0.2299,32871.602,0.263528589
11/18/2010,1386,5.94985E+12,4292818260,3867176.507,1472375504,0,0.2221,0.283,0.2221,0.2678,37446.671,0.273809895
11/19/2010,9694,5.43988E+12,561159686.4,4183298.571,29776683020,0,0.2683,0.28,0.2682,0.28,2157.562,0.270419174
11/20/2010,9750,1.591E+13,1631797538,4721522.738,24622045431,0.73,0.27999,0.29,0.26825,0.28301,14652.694,0.281113579
11/21/2010,10181,1.26036E+13,1237953050,5322270.597,22749024205,1.17,0.27631,0.282,0.27631,0.27675,765,0.27800115
11/22/2010,347,3.14034E+12,9049956772,5489816.539,318283096.3,0.6,0.27679,0.2879,0.269,0.2879,28205.85,0.277199335
11/23/2010,399,4.26321E+12,10684744361,5446695.667,216030278.4,0.54,0.2825,0.28449,0.276,0.28295,4856.923,0.280387125
11/24/2010,4306,3.86091E+12,896634463.5,5515536.828,4901294517,0.31,0.28295,0.28299,0.2761,0.28299,2514.912,0.282412036
11/25/2010,8182,5.06022E+12,618457467.6,5672442.171,815820121,0,0.2825,0.2825,0.278,0.28,1679.595,0.279825241
11/26/2010,1515,8.91062E+12,5881597360,5653496.576,183076953.9,0.37,0.27899,0.289,0.27612,0.2844,33531.876,0.283639994
11/27/2010,489,2.42799E+12,4965206544,5603357.599,404467447.3,0.01,0.2844,0.2844,0.28255,0.283,1825.388,0.282623665
11/28/2010,385,2.42836E+12,6307428571,5548123.564,168016170.3,0.01,0.283,0.28461,0.27,0.27,20802.126,0.276236415
11/29/2010,547,3.46899E+12,6341842779,5486319.197,385536979.7,0.03,0.279,0.279,0.2151,0.2299,35055.403,0.251089866
11/30/2010,434,5.97509E+12,13767488479,5437770.378,411936991.4,0.01,0.2299,0.2299,0.204,0.2082,21476.251,0.212820161
12/1/2010,684,5.50447E+12,8047464912,5373055.222,472626677.4,0.02,0.2095,0.2299,0.2095,0.2275,8157.894,0.214849966
12/2/2010,479,6.12545E+12,12787985386,5314721.363,134644450.6,0.07,0.228,0.2553,0.218,0.255,20312.234,0.236338051
12/3/2010,540,2.75827E+12,5107914815,5266794.167,180623354,0.02,0.25,0.2552,0.243,0.25105,2570.345,0.246575786
12/4/2010,423,6.52068E+12,15415312524,5222054.65,285054228.7,0.01,0.255,0.2589,0.205,0.205,28560.716,0.233656697
12/5/2010,337,2.14268E+12,6358097923,5189386.632,46814807.36,0.02090727,0.22,0.235,0.19,0.19,5740.175,0.205225301
12/6/2010,336,9.603E+12,28580370873,5151549.679,113912965.1,0.05518713,0.225,0.225,0.1841,0.204,4319.255,0.199807654
12/7/2010,700,8.68513E+12,12407327763,5116964.241,65511861.71,0.03214637,0.1938,0.2477,0.1701,0.233,24592.915,0.220055053
12/8/2010,481,2.96473E+12,6163683012,5084371.605,85132385.9,0.08,0.24,0.24,0.22,0.2388,3430.41,0.2302534
12/9/2010,490,4.24926E+12,8671956586,5056666.151,65078682.16,0.04727152,0.226,0.233,0.1701,0.2,21336.327,0.206780457
12/10/2010,334,2.66423E+12,7976739521,5016006.326,166341767.8,0.06000109,0.19999,0.204,0.18251,0.204,1684.254,0.1948432
12/11/2010,599,7.9772E+12,13317537066,4981194.72,26478792.15,0.07724798,0.204,0.228,0.1907,0.228,5788.686,0.218909939
12/12/2010,648,4.77911E+12,7375166118,4964324.09,32001434.38,0.16893365,0.208,0.2279,0.20676,0.22,1963.558,0.213288198
12/13/2010,1218,1.78699E+13,14671474526,4971032.974,16706533.28,0.34111695,0.2101,0.23,0.21,0.2299,6415.59,0.222258496
12/14/2010,639,1.16316E+13,18202870348,4949912.856,96479748.71,0.03395871,0.2289,0.2468,0.21,0.24669,10388.097,0.231402031
12/15/2010,631,1.12979E+13,17904677474,4898985.854,219923956.5,0.0723952,0.245,0.246,0.238,0.23801,3684.68,0.244566274
12/16/2010,560,8.47405E+12,15132232780,4838528.484,331683596,0.10473581,0.23801,0.255,0.22221,0.24996,14355.331,0.245387812
12/17/2010,632,6.30889E+12,9982421074,4765502.902,404027402.7,0.05382187,0.249,0.249,0.24,0.24,525.513,0.247729794
12/18/2010,473,8.31806E+12,17585754068,4700399.319,385533494.7,0.21944472,0.2487,0.24881,0.241,0.241,169.109,0.246412534
12/19/2010,785,9.8021E+12,12486749928,4639700.187,391345735.5,0.11218083,0.248,0.2499,0.24,0.2401,2000.757,0.243655023
12/20/2010,1064,8.31297E+12,7812946147,4590017.301,61689649.33,0.07883365,0.2401,0.275,0.24,0.267,10682.705,0.259286459
12/21/2010,654,1.01605E+13,15535906665,4534774.225,260119988.9,0.12815952,0.26,0.267,0.24,0.24,9225.789,0.248413906
12/22/2010,772,8.27233E+12,10715454601,4487514.826,80442594.93,0.17743052,0.244,0.25,0.244,0.25,3800.458,0.249805705
12/23/2010,579,6.29097E+12,10865224525,4437979.525,294380773.2,0.06,0.248,0.25,0.241,0.25,8650.148,0.249792072
12/24/2010,514,6.04063E+12,11752199899,4389333.111,143429490.8,0.08829328,0.25,0.25,0.242,0.248,5033.249,0.248754992
12/25/2010,577,1.12597E+13,19514230057,4337785.218,173528460.4,0.04743052,0.2475,0.25,0.2475,0.2499,703,0.249561451
12/26/2010,606,7.00399E+12,11557745183,4284352.439,184965393.4,0.07,0.2499,0.27,0.24639,0.265,16584.97,0.253424205
12/27/2010,809,9.15192E+12,11312629785,4212362.535,354291996.7,0.10834879,0.251,0.27,0.251,0.265,4935.49,0.257350679
12/28/2010,663,5.66208E+12,8540089586,4157093.155,296509548.9,0.09056339,0.264,0.281,0.2612,0.281,15438.708,0.274568532
12/29/2010,625,1.10849E+13,17735773213,4092950.811,426912829,0.12251652,0.271,0.301,0.271,0.3,18609.144,0.288231823
12/30/2010,675,6.46006E+12,9570461094,4035935.69,260000614,0.13238552,0.291,0.3,0.291,0.3,2539.873,0.299194892
12/31/2010,535,5.94165E+12,11105882869,3979395.067,292188452.9,0.02335061,0.3,0.3,0.292,0.3,1453.719,0.294720782
1/1/2011,748,5.52461E+12,7385846143,3915018.651,253274944,0.06915258,0.292,0.3,0.292,0.3,2821.243,0.298432202
1/2/2011,690,4.6564E+12,6748403285,3871074.223,152035928.4,0.09129091,0.29459,0.3,0.289,0.29997,5352.108,0.29608181
1/3/2011,1723,6.76045E+12,3923652037,3820423.898,109645312.4,0.69638641,0.29,0.2999,0.29,0.295,1425.19,0.295294288
1/4/2011,971,4.01894E+12,4138971868,3794753.186,161779133,0.07954493,0.29601,0.29987,0.289,0.29895,1879.003,0.291819884
1/5/2011,1621,4.94264E+12,3049131360,3751011.871,86608748.91,0.05838636,0.29004,0.299,0.29004,0.299,357.157,0.297332645
1/6/2011,903,3.19844E+12,3542016863,3722135.699,188121933.5,0.08757579,0.2989,0.299,0.29,0.298,3456.489,0.298359342
1/7/2011,1066,5.65482E+12,5304712654,3658453.202,180474698.7,0.07352512,0.2975,0.322,0.2975,0.32,42601.118,0.308727809
1/8/2011,1555,5.8977E+12,3792732476,3644526.203,8594776.608,0.02,0.3092,0.3229,0.309,0.3229,1629.438,0.314241644
1/9/2011,1424,3.82832E+12,2688426593,3633870.817,32579686.02,0.13765433,0.32291,0.323,0.32291,0.323,1691.366,0.322924913
1/10/2011,1491,8.21497E+12,5509703458,3620245.009,10688205.18,0.07884469,0.32291,0.329,0.3175,0.32659,10355.828,0.324518039
1/11/2011,1627,1.04313E+13,6411360029,3604195.304,61169511.78,0.03,0.32659,0.32659,0.31761,0.32659,4857.8,0.324974249
1/12/2011,1280,5.91787E+12,4623339220,3598674.214,7.83467E+11,0.24212907,0.3265,0.3557,0.31799,0.3188,31359.765,0.335084354
1/13/2011,1655,1.19971E+13,7249011094,3557763.242,6.04908E+11,0.08,0.31868,0.405,0.3176,0.3176,20118.897,0.355239674
1/14/2011,1600,8.5265E+12,5329061033,3513124.203,47719102.74,0.05493887,0.3176,0.45,0.3176,0.4,27130.957,0.394055786
1/15/2011,1205,5.70514E+12,4734556213,3480653.417,186435282.1,0.10987774,0.4,0.4,0.385,0.386,1515.661,0.390027998
1/16/2011,1174,6.48301E+12,5522156422,3452110.21,84839295.07,0.07835008,0.3994,0.4,0.386,0.38679,2778.71,0.390526083
1/17/2011,886,5.83573E+12,6586606626,3407432.493,159035099.8,0.15276428,0.38679,0.38679,0.315,0.3495,18241.146,0.348700372
1/18/2011,1067,1.04883E+13,9829684248,3370097.789,129654023.3,0.03768351,0.3495,0.3495,0.305,0.31299,15671.508,0.315892432
1/19/2011,1157,5.98053E+12,5168994270,3336634.761,89996095.43,0.06323904,0.31299,0.31299,0.305,0.31299,7291.627,0.308246837
1/20/2011,978,5.21528E+12,5332601926,3294249.615,229574494.8,0.12736667,0.31299,0.39,0.31,0.39,19881.979,0.347050434
1/21/2011,1599,6.09768E+12,3813432456,3264295.399,25957388.67,0.02048576,0.3899,0.44,0.368,0.41991,8477.545,0.395352734
1/22/2011,2269,6.96766E+12,3070807683,3251381.085,25602852.04,0.45874839,0.41,0.4443,0.39,0.4443,10534.27,0.428497775
1/23/2011,1622,8.01194E+12,4939545063,3221691.253,201795172.3,0.29048576,0.4443,0.4443,0.42,0.4424,1148.402,0.440461396
1/24/2011,1773,6.87828E+12,3879456733,3176560.634,37498059.49,0.30905919,0.4424,0.4424,0.381,0.4199,11061.936,0.408308441
1/25/2011,991,5.46145E+12,5511046727,3152145.253,267504118.2,0.14,0.4199,0.425,0.4,0.41,2163.718,0.416530406
1/26/2011,1201,6.56798E+12,5468756037,3103136.433,367323991.4,0.12905919,0.41123,0.42,0.3904,0.417,15564.808,0.405783817
1/27/2011,1250,1.03521E+14,82816627125,3053509.286,304469016.8,0.49,0.4095,0.45,0.40851,0.4212,27708.195,0.43622103
1/28/2011,1324,4.60403E+12,3477361027,3011460.747,103673981.3,0.13,0.4223,0.446,0.4212,0.446,5324.497,0.432298102
1/29/2011,2059,6.7617E+12,3283970955,2988990.672,36996652.78,0.31195608,0.445,0.445,0.43,0.439,1448.382,0.44438118
1/30/2011,4419,3.90395E+13,8834472928,2993186.223,296495087.7,0.22108788,0.445,0.48,0.445,0.4799,10383.593,0.459938001
1/31/2011,2237,1.89258E+13,8460329898,3022518.466,29986332.62,3.39,0.47981,0.95,0.47,0.52001,63516.079,0.514962558
2/1/2011,1932,1.21206E+13,6273620180,2984550.629,203726755.9,0.68108788,0.5451,0.85,0.52011,0.7,31562.117,0.737091846
2/2/2011,1212,1.13821E+13,9391197281,2933619.274,203945490.7,0.28,0.71,0.76001,0.69,0.716,5627.48,0.733190619
2/3/2011,937,6.57341E+12,7015376522,2894550.077,221451140.5,0.11818974,0.7218,0.75,0.6501,0.69,8524.501,0.711375339
2/4/2011,1161,5.31502E+12,4577966812,2851848.405,136637272.9,0.08586535,0.72,0.88,0.67,0.811,42222.189,0.804452404
2/5/2011,1166,6.96206E+12,5970887827,2818602.255,92411939.34,0.2159958,0.839,0.92,0.8115,0.92,15786.811,0.863644934
2/6/2011,1260,7.78225E+12,6176389010,2788021.587,166001155.1,0.13,0.92,0.92,0.83,0.89968,8744.106,0.87015982
2/7/2011,1019,1.54768E+13,15188243010,2744506.593,110711425.2,0.19347709,0.89968,0.9,0.83,0.89,2264.28,0.860999214
2/8/2011,1024,6.6679E+12,6511619590,2704619.773,190635558.2,0.32049075,0.89,0.918,0.8617,0.918,7021.288,0.898235425
2/9/2011,1481,1.28187E+13,8655445971,2660563.222,172280817.2,0.04541728,0.905,1.09,0.82,1.09,49632.504,0.956127604
2/10/2011,2885,2.17295E+13,7531882578,2649220.13,39678179.11,0.80304408,1.08,1.1,0.8,0.98031,26559.641,0.962693924
2/11/2011,2967,2.51911E+13,8490420278,2656532.83,12267458.95,0.50910687,0.98,1.0899,0.9264,1.07001,13299.179,0.993560258
2/12/2011,2475,1.3171E+13,5321632572,2651748.428,63601409.77,0.63186934,1.01,1.08,0.9906,1.0799,4118.92,1.057021384
2/13/2011,2244,1.04223E+13,4644499028,2630772.885,75396029.55,0.32,1.0511,1.08,1.0201,1.05,3240.64,1.048650362
2/14/2011,3325,1.30176E+13,3915077936,2615012.579,32896129.54,2.13,1.04,1.08,1.033,1.07,7096.548,1.061418864
2/15/2011,2687,9.18024E+12,3416537550,2613101.672,8175027.015,0.84,1.06,1.085,1.035,1.05,8616.577,1.054421511
2/16/2011,2438,6.14415E+12,2520159153,2608435.512,46097725.39,0.22346193,1.05,1.05019,1.0201,1.045,7192.375,1.037909325
2/17/2011,2709,9.36349E+12,3456436143,2601372.128,8014775.042,0.62346193,1.045,1.05019,1.02,1.04,4009.844,1.043671738
2/18/2011,3018,1.18434E+13,3924255258,2597804.704,35557746.5,0.46,1.031,1.04019,0.78009,0.8989,36948.156,0.885558444
2/19/2011,2049,1.77446E+13,8660126403,2550754.721,311142261.8,0.51,0.8376,0.98,0.8376,0.94898,3798.708,0.909444964
2/20/2011,2269,2.15804E+13,9510976201,2485679.552,359675660.7,0.18,0.94898,0.94898,0.83,0.85,9974.046,0.852550752
2/21/2011,2198,2.2929E+13,10431768881,2454261.141,3.67433E+11,0.5,0.8313,0.8796,0.8313,0.8345,1700.121,0.844565598
2/22/2011,2776,3.47399E+13,12514384923,2453040.845,24894483.17,0.19,0.85,0.95,0.8313,0.87023,12095.264,0.880533753
2/23/2011,2821,3.59331E+13,12737715982,2428563.242,142977488.4,0.40332199,0.90999,0.945,0.8681,0.9,6718.872,0.901605108
2/24/2012,2749,2.1916E+13,7972336766,2408539.887,14989970.42,4.33478143,5.01499,5.1,4.825,5.0288,89828.04733,4.975027207
2/24/2011,2586,1.75647E+13,6792234306,2457405.161,9.15829E+11,0.15769472,0.93,1,0.9,0.99743,13418.685,0.947046621
2/25/2011,2550,1.64987E+13,6470073745,2522228.693,2.76454E+12,0.26097152,0.97,0.99979,0.91109,0.9111,4461.061,0.958584009
2/26/2011,2967,1.89735E+13,6394827386,2408747.357,2.63941E+11,0.71049575,0.9112,0.97,0.91061,0.958,4744.406,0.938501407
2/27/2011,2379,1.24884E+13,5249411848,2388931.472,3.27811E+11,0.74,0.958,0.958,0.89,0.89,23268.75,0.927287347
2/28/2011,3727,1.0333E+14,27724803927,2439179.885,2.48109E+12,0.53785377,0.89009,0.92001,0.845,0.86,4651.674,0.883251255
3/1/2011,2675,2.43591E+14,91062237779,2418377.898,8.61663E+11,0.73455377,0.8601,0.97,0.8502,0.92021,22569.783,0.948765313
3/2/2011,3795,2.28704E+13,6026444232,2444456.637,2.01385E+11,0.2465,0.92021,0.94,0.9102,0.9399,2741.873,0.924172192
3/3/2011,2936,3.02497E+13,10303048245,2517688.653,5.46481E+11,6.3913,0.9128,0.9399,0.91,0.93909,2746.67,0.917685397
3/4/2011,3759,1.28207E+13,3410661001,2542363.892,4.23409E+11,1.3986,0.92021,0.93909,0.9001,0.901,2711.885,0.910644882
3/5/2011,2644,1.82999E+13,6921303907,2601924.37,2.0949E+12,1.21430001,0.91,0.9189,0.8111,0.9103,12570.588,0.884209923
3/6/2011,2677,2.07199E+13,7739965884,2900757.901,1.01533E+13,5.13130001,0.9098,0.9098,0.81,0.8999,12626.492,0.853373429
3/7/2011,3521,1.86182E+13,5287769368,2739780.85,4.39384E+12,5.69913744,0.87,0.909,0.846,0.88502,15271.268,0.885800569
3/8/2011,2690,2.44554E+13,9091219436,2704091.051,2.52533E+12,4.60833744,0.88502,0.88502,0.84999,0.86999,4527.851,0.868275455
3/9/2011,2274,3.38607E+13,14890387264,2940713.093,8.69592E+12,3.51649299,0.85132,0.87,0.85,0.86449,4546.046,0.85375643
3/10/2011,2691,2.47653E+13,9203002985,2744221.352,2.82476E+12,2.47963744,0.86449,0.9329,0.84965,0.9329,8869.013,0.890186308
3/11/2011,3671,1.56502E+13,4263205575,2838171.04,5.07117E+12,6.63689296,0.89,0.925,0.8601,0.88,3725.512,0.886249444
3/12/2011,3430,2.05164E+13,5981470162,2750060.606,2.8415E+12,1.48693618,0.88,0.9197,0.88,0.918,4822.829,0.895656815
3/13/2011,3916,2.0765E+13,5302608895,2697292.003,1.52858E+12,1.51553619,0.90501,0.918,0.88976,0.89249,660.31,0.901728887
3/14/2011,4048,1.2152E+13,3001988553,2722109.975,2.18731E+12,2.1816162,0.89249,0.9,0.88,0.8949,5269.235,0.887532353
3/15/2011,4214,1.5375E+13,3648545843,2687160.127,1.34029E+12,1.70019999,0.8949,0.8949,0.87,0.87,2732.157,0.880407257
3/16/2011,4046,1.60524E+13,3967485338,2729753.042,2.34044E+12,1.81,0.871,0.88,0.836,0.86,7929.615,0.852666878
3/17/2011,3281,1.70714E+13,5203110156,2816366.038,4.42273E+12,1.49799295,0.845,0.88,0.81,0.82542,7159.779,0.843988011
3/18/2011,4014,1.19168E+13,2968808366,2726667.827,1.98598E+12,1.22279998,0.8499,0.85062,0.70999,0.81648,14226.223,0.771204247
3/19/2011,6152,1.38935E+13,2258372880,2692896.745,1.75674E+12,1.35779295,0.78,0.797,0.73127,0.765,9875.038,0.755220139
3/20/2011,6855,1.5143E+13,2209038763,2923167.198,5.4112E+12,1.3370787,0.763,0.79,0.7402,0.74108,5815.319,0.774269484
3/21/2011,3028,2.04701E+13,6760264178,2880198.541,2.54653E+12,6.87779295,0.76145,0.77241,0.7405,0.75897,3695.962,0.752294318
2/13/2012,6172,2.54556E+13,4124364607,2835582.107,7.90949E+11,4.81346772,5.51468,5.72,5.2,5.26,170210.5877,5.343382775
