Date,#tx,Vol,mean_tx,mean_tdiff,var_tdiff,Transaction,Open_price,High_price,Low_Price,Close_Price,Ex_volume,Wt_Price
8/15/2010,237,1.69166E+12,7137797468,8037606.215,407565599.4,0,0.067,0.067,0.065,0.06529,4462.866,0.066089654
8/16/2010,635,6.91749E+12,10893681890,7933043.572,694532098.4,0,0.06319,0.0679,0.062,0.0655,10731.468,0.064930776
8/17/2010,292,4.9996E+12,17121914384,7853412.993,630357295.8,0.67,0.0655,0.0769,0.06243,0.07,13185.74,0.069393171
8/18/2010,1302,3.73885E+12,2871620584,7794342.661,518768599.8,1.56,0.06999,0.0733,0.067,0.068,2953.975,0.069001375
8/19/2010,271,2.04021E+12,7528450185,7690787.081,482316039.2,0,0.0679,0.0679,0.0667,0.0667,741.115,0.06752327
8/20/2010,388,2.95784E+12,7623301546,7604662.668,493412502.9,0,0.0667,0.0667,0.065,0.0655,4199.747,0.065816062
8/21/2010,286,3.86783E+12,13523884615,7523249.892,413338595.9,0,0.0655,0.0669,0.0644,0.0664,10443.86,0.065925318
8/22/2010,322,2.04182E+12,6341052795,7443896.618,550191557.9,0,0.065,0.0664,0.0612,0.066,18648.972,0.06346953
8/23/2010,338,1.77761E+12,5259204142,7351217.953,333714033.6,0,0.066,0.06689,0.063,0.06491,4297.49,0.065591129
8/24/2010,753,2.10939E+12,2801316069,7248030.248,259413148.5,0,0.06491,0.0665,0.06491,0.065,6711.757,0.066250274
8/25/2010,230,1.59111E+12,6917869565,7182667.487,508103515.8,0.8,0.06499,0.0665,0.0641,0.0648,4228.88,0.065942113
8/26/2010,404,1.42478E+12,3526680693,7164566.644,64000148.96,0,0.06482,0.0658,0.064,0.064,3870.01,0.065003198
8/27/2010,255,2.86973E+12,11253843137,7166747.282,44463234.47,0,0.064,0.065,0.063,0.065,9009.973,0.064784724
8/28/2010,355,1.66295E+12,4684371829,7119144.434,507004295.4,5.00E-07,0.065,0.065,0.0641,0.0641,6174.005,0.064699132
8/29/2010,168,8.60459E+11,5121779762,7031044.994,437332817.1,0.1400006,0.0647,0.0648,0.064,0.064,3173.402,0.064560126
8/30/2010,352,1.38389E+12,3931508523,6948549.068,448915311.4,0.4,0.0646,0.069,0.03211,0.06497,34193.138,0.062439327
8/31/2010,769,4.0153E+12,5221453836,6889832.51,443586814.8,0.2000003,0.06411,0.0649,0.06,0.06,14886.907,0.062687898
